YEAR,GEO,FUEL,SUPPLY
1998,Quebec,"Primary electricity, hydro and nuclear (gigawatt hours)",Exports
1999,Quebec,"Primary electricity, hydro and nuclear (gigawatt hours)",Exports
2000,Quebec,"Primary electricity, hydro and nuclear (gigawatt hours)",Exports
2001,Quebec,"Primary electricity, hydro and nuclear (gigawatt hours)",Exports
2002,Quebec,"Primary electricity, hydro and nuclear (gigawatt hours)",Exports
2003,Quebec,"Primary electricity, hydro and nuclear (gigawatt hours)",Exports
2004,Quebec,"Primary electricity, hydro and nuclear (gigawatt hours)",Exports
2005,Quebec,"Primary electricity, hydro and nuclear (gigawatt hours)",Exports
2006,Quebec,"Primary electricity, hydro and nuclear (gigawatt hours)",Exports
2007,Quebec,"Primary electricity, hydro and nuclear (gigawatt hours)",Exports
2008,Quebec,"Primary electricity, hydro and nuclear (gigawatt hours)",Exports
2009,Quebec,"Primary electricity, hydro and nuclear (gigawatt hours)",Exports
2010,Quebec,"Primary electricity, hydro and nuclear (gigawatt hours)",Exports
2011,Quebec,"Primary electricity, hydro and nuclear (gigawatt hours)",Exports
2012,Quebec,"Primary electricity, hydro and nuclear (gigawatt hours)",Exports
2013,Quebec,"Primary electricity, hydro and nuclear (gigawatt hours)",Exports
2014,Quebec,"Primary electricity, hydro and nuclear (gigawatt hours)",Exports
2015,Quebec,"Primary electricity, hydro and nuclear (gigawatt hours)",Exports
2016,Quebec,"Primary electricity, hydro and nuclear (gigawatt hours)",Exports
1995,Quebec,"Primary electricity, hydro and nuclear (gigawatt hours)",Imports
1996,Quebec,"Primary electricity, hydro and nuclear (gigawatt hours)",Imports
1997,Quebec,"Primary electricity, hydro and nuclear (gigawatt hours)",Imports
1998,Quebec,"Primary electricity, hydro and nuclear (gigawatt hours)",Imports
1999,Quebec,"Primary electricity, hydro and nuclear (gigawatt hours)",Imports
2000,Quebec,"Primary electricity, hydro and nuclear (gigawatt hours)",Imports
2001,Quebec,"Primary electricity, hydro and nuclear (gigawatt hours)",Imports
2002,Quebec,"Primary electricity, hydro and nuclear (gigawatt hours)",Imports
2003,Quebec,"Primary electricity, hydro and nuclear (gigawatt hours)",Imports
2004,Quebec,"Primary electricity, hydro and nuclear (gigawatt hours)",Imports
2005,Quebec,"Primary electricity, hydro and nuclear (gigawatt hours)",Imports
2006,Quebec,"Primary electricity, hydro and nuclear (gigawatt hours)",Imports
2007,Quebec,"Primary electricity, hydro and nuclear (gigawatt hours)",Imports
2008,Quebec,"Primary electricity, hydro and nuclear (gigawatt hours)",Imports
2009,Quebec,"Primary electricity, hydro and nuclear (gigawatt hours)",Imports
2010,Quebec,"Primary electricity, hydro and nuclear (gigawatt hours)",Imports
2011,Quebec,"Primary electricity, hydro and nuclear (gigawatt hours)",Imports
2012,Quebec,"Primary electricity, hydro and nuclear (gigawatt hours)",Imports
2013,Quebec,"Primary electricity, hydro and nuclear (gigawatt hours)",Imports
2014,Quebec,"Primary electricity, hydro and nuclear (gigawatt hours)",Imports
2015,Quebec,"Primary electricity, hydro and nuclear (gigawatt hours)",Imports
2016,Quebec,"Primary electricity, hydro and nuclear (gigawatt hours)",Imports
1995,Quebec,"Primary electricity, hydro and nuclear (gigawatt hours)",Inter-regional transfers
1996,Quebec,"Primary electricity, hydro and nuclear (gigawatt hours)",Inter-regional transfers
1997,Quebec,"Primary electricity, hydro and nuclear (gigawatt hours)",Inter-regional transfers
1998,Quebec,"Primary electricity, hydro and nuclear (gigawatt hours)",Inter-regional transfers
1999,Quebec,"Primary electricity, hydro and nuclear (gigawatt hours)",Inter-regional transfers
2000,Quebec,"Primary electricity, hydro and nuclear (gigawatt hours)",Inter-regional transfers
2001,Quebec,"Primary electricity, hydro and nuclear (gigawatt hours)",Inter-regional transfers
2002,Quebec,"Primary electricity, hydro and nuclear (gigawatt hours)",Inter-regional transfers
2003,Quebec,"Primary electricity, hydro and nuclear (gigawatt hours)",Inter-regional transfers
2004,Quebec,"Primary electricity, hydro and nuclear (gigawatt hours)",Inter-regional transfers
2005,Quebec,"Primary electricity, hydro and nuclear (gigawatt hours)",Inter-regional transfers
2006,Quebec,"Primary electricity, hydro and nuclear (gigawatt hours)",Inter-regional transfers
2007,Quebec,"Primary electricity, hydro and nuclear (gigawatt hours)",Inter-regional transfers
2008,Quebec,"Primary electricity, hydro and nuclear (gigawatt hours)",Inter-regional transfers
2009,Quebec,"Primary electricity, hydro and nuclear (gigawatt hours)",Inter-regional transfers
2010,Quebec,"Primary electricity, hydro and nuclear (gigawatt hours)",Inter-regional transfers
2011,Quebec,"Primary electricity, hydro and nuclear (gigawatt hours)",Inter-regional transfers
2012,Quebec,"Primary electricity, hydro and nuclear (gigawatt hours)",Inter-regional transfers
2013,Quebec,"Primary electricity, hydro and nuclear (gigawatt hours)",Inter-regional transfers
2014,Quebec,"Primary electricity, hydro and nuclear (gigawatt hours)",Inter-regional transfers
2015,Quebec,"Primary electricity, hydro and nuclear (gigawatt hours)",Inter-regional transfers
2016,Quebec,"Primary electricity, hydro and nuclear (gigawatt hours)",Inter-regional transfers
1995,Quebec,"Primary electricity, hydro and nuclear (gigawatt hours)",Availability
1996,Quebec,"Primary electricity, hydro and nuclear (gigawatt hours)",Availability
1997,Quebec,"Primary electricity, hydro and nuclear (gigawatt hours)",Availability
1998,Quebec,"Primary electricity, hydro and nuclear (gigawatt hours)",Availability
1999,Quebec,"Primary electricity, hydro and nuclear (gigawatt hours)",Availability
2000,Quebec,"Primary electricity, hydro and nuclear (gigawatt hours)",Availability
2001,Quebec,"Primary electricity, hydro and nuclear (gigawatt hours)",Availability
2002,Quebec,"Primary electricity, hydro and nuclear (gigawatt hours)",Availability
2003,Quebec,"Primary electricity, hydro and nuclear (gigawatt hours)",Availability
2004,Quebec,"Primary electricity, hydro and nuclear (gigawatt hours)",Availability
2005,Quebec,"Primary electricity, hydro and nuclear (gigawatt hours)",Availability
2006,Quebec,"Primary electricity, hydro and nuclear (gigawatt hours)",Availability
2007,Quebec,"Primary electricity, hydro and nuclear (gigawatt hours)",Availability
2008,Quebec,"Primary electricity, hydro and nuclear (gigawatt hours)",Availability
2009,Quebec,"Primary electricity, hydro and nuclear (gigawatt hours)",Availability
2010,Quebec,"Primary electricity, hydro and nuclear (gigawatt hours)",Availability
2011,Quebec,"Primary electricity, hydro and nuclear (gigawatt hours)",Availability
2012,Quebec,"Primary electricity, hydro and nuclear (gigawatt hours)",Availability
2013,Quebec,"Primary electricity, hydro and nuclear (gigawatt hours)",Availability
2014,Quebec,"Primary electricity, hydro and nuclear (gigawatt hours)",Availability
2015,Quebec,"Primary electricity, hydro and nuclear (gigawatt hours)",Availability
2016,Quebec,"Primary electricity, hydro and nuclear (gigawatt hours)",Availability
1995,Quebec,"Primary electricity, hydro and nuclear (gigawatt hours)",Net supply
1996,Quebec,"Primary electricity, hydro and nuclear (gigawatt hours)",Net supply
1997,Quebec,"Primary electricity, hydro and nuclear (gigawatt hours)",Net supply
1998,Quebec,"Primary electricity, hydro and nuclear (gigawatt hours)",Net supply
1999,Quebec,"Primary electricity, hydro and nuclear (gigawatt hours)",Net supply
2000,Quebec,"Primary electricity, hydro and nuclear (gigawatt hours)",Net supply
2001,Quebec,"Primary electricity, hydro and nuclear (gigawatt hours)",Net supply
2002,Quebec,"Primary electricity, hydro and nuclear (gigawatt hours)",Net supply
2003,Quebec,"Primary electricity, hydro and nuclear (gigawatt hours)",Net supply
2004,Quebec,"Primary electricity, hydro and nuclear (gigawatt hours)",Net supply
2005,Quebec,"Primary electricity, hydro and nuclear (gigawatt hours)",Net supply
2006,Quebec,"Primary electricity, hydro and nuclear (gigawatt hours)",Net supply
2007,Quebec,"Primary electricity, hydro and nuclear (gigawatt hours)",Net supply
2008,Quebec,"Primary electricity, hydro and nuclear (gigawatt hours)",Net supply
2009,Quebec,"Primary electricity, hydro and nuclear (gigawatt hours)",Net supply
2010,Quebec,"Primary electricity, hydro and nuclear (gigawatt hours)",Net supply
2011,Quebec,"Primary electricity, hydro and nuclear (gigawatt hours)",Net supply
2012,Quebec,"Primary electricity, hydro and nuclear (gigawatt hours)",Net supply
2013,Quebec,"Primary electricity, hydro and nuclear (gigawatt hours)",Net supply
2014,Quebec,"Primary electricity, hydro and nuclear (gigawatt hours)",Net supply
2015,Quebec,"Primary electricity, hydro and nuclear (gigawatt hours)",Net supply
2016,Quebec,"Primary electricity, hydro and nuclear (gigawatt hours)",Net supply
1995,Quebec,"Primary electricity, hydro and nuclear (gigawatt hours)",Producer consumption
1996,Quebec,"Primary electricity, hydro and nuclear (gigawatt hours)",Producer consumption
1997,Quebec,"Primary electricity, hydro and nuclear (gigawatt hours)",Producer consumption
1998,Quebec,"Primary electricity, hydro and nuclear (gigawatt hours)",Producer consumption
1999,Quebec,"Primary electricity, hydro and nuclear (gigawatt hours)",Producer consumption
2000,Quebec,"Primary electricity, hydro and nuclear (gigawatt hours)",Producer consumption
2001,Quebec,"Primary electricity, hydro and nuclear (gigawatt hours)",Producer consumption
2002,Quebec,"Primary electricity, hydro and nuclear (gigawatt hours)",Producer consumption
2003,Quebec,"Primary electricity, hydro and nuclear (gigawatt hours)",Producer consumption
2004,Quebec,"Primary electricity, hydro and nuclear (gigawatt hours)",Producer consumption
2005,Quebec,"Primary electricity, hydro and nuclear (gigawatt hours)",Producer consumption
2006,Quebec,"Primary electricity, hydro and nuclear (gigawatt hours)",Producer consumption
2007,Quebec,"Primary electricity, hydro and nuclear (gigawatt hours)",Producer consumption
2008,Quebec,"Primary electricity, hydro and nuclear (gigawatt hours)",Producer consumption
2009,Quebec,"Primary electricity, hydro and nuclear (gigawatt hours)",Producer consumption
2010,Quebec,"Primary electricity, hydro and nuclear (gigawatt hours)",Producer consumption
2011,Quebec,"Primary electricity, hydro and nuclear (gigawatt hours)",Producer consumption
2012,Quebec,"Primary electricity, hydro and nuclear (gigawatt hours)",Producer consumption
2013,Quebec,"Primary electricity, hydro and nuclear (gigawatt hours)",Producer consumption
2014,Quebec,"Primary electricity, hydro and nuclear (gigawatt hours)",Producer consumption
2015,Quebec,"Primary electricity, hydro and nuclear (gigawatt hours)",Producer consumption
2016,Quebec,"Primary electricity, hydro and nuclear (gigawatt hours)",Producer consumption
1995,Quebec,"Primary electricity, hydro and nuclear (gigawatt hours)","Energy use, final demand"
1996,Quebec,"Primary electricity, hydro and nuclear (gigawatt hours)","Energy use, final demand"
1997,Quebec,"Primary electricity, hydro and nuclear (gigawatt hours)","Energy use, final demand"
1998,Quebec,"Primary electricity, hydro and nuclear (gigawatt hours)","Energy use, final demand"
1999,Quebec,"Primary electricity, hydro and nuclear (gigawatt hours)","Energy use, final demand"
2000,Quebec,"Primary electricity, hydro and nuclear (gigawatt hours)","Energy use, final demand"
2001,Quebec,"Primary electricity, hydro and nuclear (gigawatt hours)","Energy use, final demand"
2002,Quebec,"Primary electricity, hydro and nuclear (gigawatt hours)","Energy use, final demand"
2003,Quebec,"Primary electricity, hydro and nuclear (gigawatt hours)","Energy use, final demand"
2004,Quebec,"Primary electricity, hydro and nuclear (gigawatt hours)","Energy use, final demand"
2005,Quebec,"Primary electricity, hydro and nuclear (gigawatt hours)","Energy use, final demand"
2006,Quebec,"Primary electricity, hydro and nuclear (gigawatt hours)","Energy use, final demand"
2007,Quebec,"Primary electricity, hydro and nuclear (gigawatt hours)","Energy use, final demand"
2008,Quebec,"Primary electricity, hydro and nuclear (gigawatt hours)","Energy use, final demand"
2009,Quebec,"Primary electricity, hydro and nuclear (gigawatt hours)","Energy use, final demand"
2010,Quebec,"Primary electricity, hydro and nuclear (gigawatt hours)","Energy use, final demand"
2011,Quebec,"Primary electricity, hydro and nuclear (gigawatt hours)","Energy use, final demand"
2012,Quebec,"Primary electricity, hydro and nuclear (gigawatt hours)","Energy use, final demand"
2013,Quebec,"Primary electricity, hydro and nuclear (gigawatt hours)","Energy use, final demand"
2014,Quebec,"Primary electricity, hydro and nuclear (gigawatt hours)","Energy use, final demand"
2015,Quebec,"Primary electricity, hydro and nuclear (gigawatt hours)","Energy use, final demand"
2016,Quebec,"Primary electricity, hydro and nuclear (gigawatt hours)","Energy use, final demand"
1995,Quebec,"Primary electricity, hydro and nuclear (gigawatt hours)",Total industrial
1996,Quebec,"Primary electricity, hydro and nuclear (gigawatt hours)",Total industrial
1997,Quebec,"Primary electricity, hydro and nuclear (gigawatt hours)",Total industrial
1998,Quebec,"Primary electricity, hydro and nuclear (gigawatt hours)",Total industrial
1999,Quebec,"Primary electricity, hydro and nuclear (gigawatt hours)",Total industrial
2000,Quebec,"Primary electricity, hydro and nuclear (gigawatt hours)",Total industrial
2001,Quebec,"Primary electricity, hydro and nuclear (gigawatt hours)",Total industrial
2002,Quebec,"Primary electricity, hydro and nuclear (gigawatt hours)",Total industrial
2003,Quebec,"Primary electricity, hydro and nuclear (gigawatt hours)",Total industrial
2004,Quebec,"Primary electricity, hydro and nuclear (gigawatt hours)",Total industrial
2005,Quebec,"Primary electricity, hydro and nuclear (gigawatt hours)",Total industrial
2006,Quebec,"Primary electricity, hydro and nuclear (gigawatt hours)",Total industrial
2007,Quebec,"Primary electricity, hydro and nuclear (gigawatt hours)",Total industrial
2008,Quebec,"Primary electricity, hydro and nuclear (gigawatt hours)",Total industrial
2009,Quebec,"Primary electricity, hydro and nuclear (gigawatt hours)",Total industrial
2010,Quebec,"Primary electricity, hydro and nuclear (gigawatt hours)",Total industrial
2011,Quebec,"Primary electricity, hydro and nuclear (gigawatt hours)",Total industrial
2012,Quebec,"Primary electricity, hydro and nuclear (gigawatt hours)",Total industrial
2013,Quebec,"Primary electricity, hydro and nuclear (gigawatt hours)",Total industrial
2014,Quebec,"Primary electricity, hydro and nuclear (gigawatt hours)",Total industrial
2015,Quebec,"Primary electricity, hydro and nuclear (gigawatt hours)",Total industrial
2016,Quebec,"Primary electricity, hydro and nuclear (gigawatt hours)",Total industrial
1995,Quebec,"Primary electricity, hydro and nuclear (gigawatt hours)",Mining and oil and gas extraction
1996,Quebec,"Primary electricity, hydro and nuclear (gigawatt hours)",Mining and oil and gas extraction
1997,Quebec,"Primary electricity, hydro and nuclear (gigawatt hours)",Mining and oil and gas extraction
